Parties,Operations,Time
100,100,49.62767720222473
100,100,49.31215739250183
100,100,55.96774458885193
100,100,60.427523374557495
100,100,56.06289625167847
20,100,10.910268783569336
20,100,10.862358808517456
20,100,11.023079633712769
20,100,10.719742059707642
20,100,10.74713921546936
10,100,7.851638555526733
10,100,7.834824800491333
10,100,8.008091688156128
10,100,7.838562726974487
10,100,7.861001491546631
5,100,6.58843207359314
5,100,6.554523944854736
5,100,6.71903395652771
5,100,6.849886178970337
5,100,6.694103956222534
2,100,5.86033821105957
2,100,5.942382097244263
2,100,5.987942457199097
2,100,5.9894092082977295
2,100,5.8830506801605225
100,100,56.79777812957764
100,100,59.469162702560425
100,100,59.43963050842285
100,100,67.69974565505981
100,100,62.44279360771179
100,100,63.71158266067505
20,100,11.963820695877075
20,100,11.612947463989258
20,100,11.657294750213623
20,100,11.431668519973755
20,100,13.826618194580078
10,100,8.478334665298462
10,100,8.218576192855835
10,100,8.44147801399231
10,100,8.408445596694946
10,100,8.331993103027344
5,100,6.846330165863037
5,100,6.721995830535889
5,100,6.625830411911011
5,100,6.777466297149658
5,100,6.748847723007202
2,100,5.9673566818237305
2,100,5.970602035522461
2,100,5.912590503692627
2,100,5.986828804016113
2,100,5.955301284790039
100,100,59.703535079956055
100,100,64.47417306900024
100,100,59.46733736991882
100,100,61.529603481292725
100,100,61.97119355201721
100,100,50.464139223098755
100,100,49.19151711463928
100,100,47.79674935340881
100,100,48.65445375442505
100,100,47.94876194000244
100,100,47.698174715042114
100,100,47.77838659286499
100,100,48.11876893043518
100,100,48.141523361206055
100,100,47.07922649383545
100,100,48.580140590667725
100,100,46.049781799316406
100,100,49.018630504608154
100,100,47.538686752319336
100,100,47.296751976013184
20,100,10.27019476890564
20,100,10.27013635635376
20,100,10.50378680229187
20,100,10.264342784881592
20,100,10.173845767974854
20,100,10.277629375457764
20,100,10.320725679397583
20,100,10.145476341247559
20,100,10.52497386932373
20,100,10.22597050666809
20,100,10.25927472114563
20,100,11.153883457183838
20,100,10.258082151412964
20,100,10.335301876068115
20,100,10.302574872970581
20,100,10.350605726242065
20,100,10.294570684432983
20,100,10.164179563522339
20,100,10.331164360046387
20,100,10.271111249923706
10,100,7.621033191680908
10,100,7.619135141372681
10,100,7.596276760101318
10,100,7.612486839294434
10,100,7.847869634628296
10,100,7.636566877365112
10,100,7.722185850143433
10,100,7.624867677688599
10,100,7.666109561920166
10,100,7.604183912277222
10,100,7.61725926399231
10,100,7.632556676864624
10,100,7.574748277664185
10,100,7.654015302658081
10,100,7.618260860443115
10,100,7.585671901702881
10,100,7.672746419906616
10,100,7.629083633422852
10,100,7.604467868804932
10,100,7.636686325073242
5,100,6.396671772003174
5,100,6.452598810195923
5,100,6.43689227104187
5,100,6.430190801620483
5,100,6.421230792999268
5,100,6.4473350048065186
5,100,6.381253957748413
5,100,6.4198949337005615
5,100,6.438186168670654
5,100,6.426202297210693
5,100,6.411384582519531
5,100,6.415787935256958
5,100,6.412748098373413
5,100,6.4258575439453125
5,100,6.41945219039917
5,100,6.440669536590576
5,100,6.403924465179443
5,100,6.3908140659332275
5,100,6.454397201538086
5,100,6.669245958328247
2,100,6.00771689414978
2,100,5.868090629577637
2,100,6.0987536907196045
2,100,5.823661804199219
2,100,5.830161094665527
2,100,5.851281404495239
2,100,5.851982831954956
2,100,5.8107123374938965
2,100,5.860316514968872
2,100,5.945306777954102
2,100,5.863946437835693
2,100,5.8283467292785645
2,100,5.854675769805908
2,100,5.832440614700317
2,100,5.854108572006226
2,100,5.861479997634888
2,100,5.844322443008423
2,100,5.841394662857056
2,100,5.855313539505005
2,100,5.852418661117554
